# Bundle file v0.3
200 5054
2.1494548811e-01 1.2738275814e-01 1.0926989665e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9395193015e-01 -8.7266065261e-02 6.6664791413e-02
8.9227656796e-02 9.9564438211e-01 -2.7031271378e-02
-6.4015512363e-02 3.2816127489e-02 9.9740920186e-01
2.2767106377e-01 1.2806493774e-01 1.0930342445e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9435650187e-01 -8.2207429489e-02 6.7060314156e-02
8.4243835412e-02 9.9604827025e-01 -2.8121513657e-02
-6.4483512566e-02 3.3612228015e-02 9.9735254285e-01
2.3436122673e-01 1.1547525165e-01 1.0958594917e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9409922223e-01 -8.4577586571e-02 6.7921780067e-02
8.6807522701e-02 9.9575582410e-01 -3.0574381038e-02
-6.5047600726e-02 3.6290089876e-02 9.9722206104e-01
2.4241601038e-01 7.6555152472e-02 1.0970869178e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9404711587e-01 -8.3930775516e-02 6.9469103598e-02
8.6714693933e-02 9.9550537258e-01 -3.8073810067e-02
-6.5961301455e-02 4.3871153143e-02 9.9685727596e-01
2.6404339989e-01 4.3477871025e-02 1.1071362953e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9398998851e-01 -8.6934281094e-02 6.6530695956e-02
9.1044815932e-02 9.9394797356e-01 -6.1467612162e-02
-6.0784407751e-02 6.7155466074e-02 9.9588925044e-01
2.8855797350e-01 -3.4304127844e-02 1.1340348830e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9445201673e-01 -9.1895860239e-02 5.1189230226e-02
9.6886797428e-02 9.8968673911e-01 -1.0551353898e-01
-4.0965044908e-02 1.0988771221e-01 9.9309946924e-01
2.9327311662e-01 -1.0101085603e-01 1.1504214614e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9439674744e-01 -9.5408863219e-02 4.5522055133e-02
1.0147194427e-01 9.8221575369e-01 -1.5797359817e-01
-2.9640398272e-02 1.6170764365e-01 9.8639347361e-01
3.0840210017e-01 -1.8511562678e-01 1.1565716838e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9349330310e-01 -9.7161631178e-02 5.9419476031e-02
1.0620363150e-01 9.7878075950e-01 -1.7523987415e-01
-4.1132047859e-02 1.8041020554e-01 9.8273104783e-01
3.5751506687e-01 -2.5125159252e-01 1.1305435758e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.9016893581e-01 -1.2137886552e-01 6.9517260897e-02
1.3226998646e-01 9.7415907200e-01 -1.8308127466e-01
-4.5498672948e-02 1.9047643805e-01 9.8063683253e-01
4.0512580300e-01 -3.2156703848e-01 1.0818381733e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.8852358546e-01 -1.3127440722e-01 7.4753936285e-02
1.4397052840e-01 9.6854066844e-01 -2.0298142905e-01
-4.5755960642e-02 2.1141429373e-01 9.7632494000e-01
4.4312518750e-01 -2.9485707572e-01 1.0358470462e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.8702672103e-01 -1.3590440490e-01 8.5488272294e-02
1.5289940262e-01 9.5810204293e-01 -2.4220290668e-01
-4.8990046435e-02 2.5213184656e-01 9.6645202017e-01
4.7686369522e-01 -2.6004448990e-01 9.9751546523e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.8686559253e-01 -1.2391494958e-01 1.0364066549e-01
1.4471314505e-01 9.6325499424e-01 -2.2626957753e-01
-7.1794205345e-02 2.3829582736e-01 9.6853533273e-01
5.1596536474e-01 -1.4856739574e-01 9.7659557254e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.8221034335e-01 -1.4928991181e-01 1.1390945369e-01
1.7445679122e-01 9.4989242000e-01 -2.5936310151e-01
-6.9481432078e-02 2.7462139876e-01 9.5903879897e-01
5.3637002922e-01 -1.6511908497e-01 9.5591951445e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.7053164752e-01 -2.1163134608e-01 1.1524102790e-01
2.3697492939e-01 9.2497034791e-01 -2.9710728419e-01
-4.3717319191e-02 3.1566125647e-01 9.4786431897e-01
5.4265262478e-01 -1.8042089877e-01 9.3460016411e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.6555552729e-01 -2.4724399563e-01 8.1073610641e-02
2.5902286309e-01 8.8377967753e-01 -3.8966734272e-01
2.4691701311e-02 3.9724537532e-01 9.1738020018e-01
5.1801247766e-01 -2.5860527836e-01 8.9123836282e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.5907230240e-01 -2.7655178645e-01 6.0822924785e-02
2.7120063669e-01 8.3535096973e-01 -4.7816207716e-01
8.1428087450e-02 4.7508722019e-01 8.7616299841e-01
4.7536488125e-01 -3.3672903601e-01 8.4690752016e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.4634270871e-01 -3.1488099494e-01 7.2701008950e-02
3.0562025897e-01 7.9890875686e-01 -5.1801646260e-01
1.0503206646e-01 5.1244000355e-01 8.5227548819e-01
4.9700819459e-01 -3.5293527140e-01 8.0001322040e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
9.0511995322e-01 -3.5963928423e-01 2.2675417419e-01
4.2107621123e-01 8.3200431339e-01 -3.6119751778e-01
-5.8759634245e-02 4.2240786894e-01 9.0449925243e-01
6.5732859987e-01 -1.6181081149e-01 8.8596586692e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.7423001215e-01 -3.8923033128e-01 2.9020963985e-01
4.7345271066e-01 8.1584935574e-01 -3.3201258937e-01
-1.0753797755e-01 4.2765591069e-01 8.9752214760e-01
7.6259367948e-01 -4.1516633959e-02 8.8073630577e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.4097247162e-01 -4.2648727242e-01 3.3297733924e-01
5.1457810515e-01 8.2063424865e-01 -2.4853330488e-01
-1.6725631730e-01 3.8035251597e-01 9.0959182490e-01
8.8618368097e-01 1.6203889867e-01 8.3811860572e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.2158417407e-01 -4.4090080665e-01 3.6139441557e-01
5.3547565970e-01 8.1435020331e-01 -2.2382931941e-01
-1.9561508831e-01 3.7741253961e-01 9.0514888950e-01
9.4943018515e-01 2.2962142696e-01 8.0541820938e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.0924571199e-01 -4.4074954754e-01 3.8840856577e-01
5.3694392740e-01 8.2316840153e-01 -1.8462123809e-01
-2.3835393107e-01 3.5795756601e-01 9.0280329224e-01
9.8954753711e-01 3.0040934653e-01 7.8025479326e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
7.8883490958e-01 -4.4700386876e-01 4.2181397172e-01
5.4716525618e-01 8.2333772733e-01 -1.5074869548e-01
-2.7991010674e-01 3.4971778347e-01 8.9406252805e-01
9.9860368616e-01 3.3509580726e-01 7.5305597604e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
7.5589977073e-01 -4.6067015119e-01 4.6518657376e-01
5.7186075664e-01 8.1052589613e-01 -1.2658217377e-01
-3.1873313543e-01 3.6170538218e-01 8.7611552028e-01
1.0164335848e+00 3.8011131963e-01 7.1434939797e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.8750290632e-01 -5.1179438151e-01 -1.7288245552e+00
8 10 5
19 5 19 242.2500 -255.2000 14 34 394.2300 -338.4000 0 25 208.3700 -221.5900 1 22 205.6700 -228.9700 2 23 201.8700 -234.6600 3 22 212.4800 -241.8100 4 23 225.2900 -250.3400 6 21 258.1100 -257.7700 7 21 274.6300 -258.0400 8 21 279.1899 -268.3300 9 21 285.2600 -294.6100 10 34 304.2000 -311.3600 13 25 391.4800 -329.3900 11 29 340.2800 -350.3400 15 32 395.7400 -354.2500 12 23 371.8900 -341.6200 18 30 375.7400 -137.5700 16 40 392.7900 -284.1800 17 38 384.0000 -197.5000
2.4401350716e-01 -4.3782755800e-01 -1.7264825057e+00
160 135 84
29 5 28 286.1801 -194.1700 14 27 439.8000 -284.4400 0 34 252.5800 -160.5000 1 29 250.2100 -167.7800 2 31 246.3600 -173.3400 3 28 256.3101 -180.1800 4 31 269.6000 -188.6400 6 26 302.1600 -194.3500 7 29 318.3101 -194.1700 8 32 321.2700 -204.8300 9 34 327.8600 -231.9000 10 39 346.4600 -251.4100 13 29 438.8199 -271.0400 11 34 384.9301 -288.9700 15 25 437.7200 -302.7600 12 27 418.3700 -282.1400 19 19 410.9900 -56.0600 22 23 449.2300 119.1400 23 20 448.3000 163.4100 18 20 411.5300 -93.5400 20 19 420.7800 -7.9000 21 27 446.1899 58.1900 16 17 433.4900 -236.2700 17 23 421.7400 -151.3200 27 29 387.5300 178.2600 25 25 392.0500 124.2000 30 25 390.1400 215.0100 31 26 376.6200 211.6100 33 36 305.3500 202.9600
1.6935719573e-01 -4.3554199746e-01 -1.7378465648e+00
24 17 9
24 5 49 221.8199 -194.9900 14 37 374.2500 -284.2900 0 49 189.7400 -160.2100 1 44 187.5400 -167.5300 2 48 184.1100 -172.8900 3 48 193.8199 -179.8100 4 54 206.9000 -188.0800 6 53 237.2900 -195.7700 7 55 252.7700 -196.2400 8 40 257.1500 -205.6700 9 56 263.6300 -232.9800 10 60 282.0200 -251.8100 13 40 371.0800 -270.2700 11 44 318.3000 -288.6700 15 35 378.1200 -301.9500 12 39 351.1000 -280.8000 19 29 360.3199 -58.1100 22 30 398.9200 110.1800 23 26 397.7600 151.2800 18 37 359.7100 -94.3700 20 32 370.8900 -12.4700 21 39 396.0300 52.4000 16 44 377.8400 -235.9100 17 43 369.5800 -150.8700
2.4982033344e-02 -5.2662257919e-01 -1.7128157321e+00
26 98 24
21 5 45 121.0300 -285.7200 14 72 273.0200 -382.8500 0 63 87.3101 -247.9300 1 56 85.4800 -255.4100 2 56 81.3600 -260.9800 3 44 90.6500 -268.4600 4 66 102.9399 -277.2900 6 49 137.4700 -288.8500 8 51 156.5500 -300.8000 9 54 162.6600 -328.4100 10 58 179.4301 -348.6300 13 78 263.6300 -371.2000 11 62 211.3500 -390.2100 15 61 282.0900 -396.1700 12 49 241.3300 -382.7200 19 54 284.6000 -139.7000 18 72 279.2500 -175.3300 20 77 300.6801 -96.8900 21 88 328.5800 -33.4200 16 90 287.4900 -323.7000 17 89 284.0200 -234.4800
7.5406266559e-02 -5.1070107550e-01 -1.7148195741e+00
23 93 21
20 5 62 160.7300 -267.7400 14 74 313.0100 -364.1500 0 66 126.8700 -231.5900 1 59 124.3199 -238.5800 2 58 121.0000 -244.1700 3 62 130.5800 -251.3700 4 68 143.5100 -260.2900 6 61 177.0300 -270.2600 7 66 193.7700 -271.4800 8 69 195.8300 -281.9600 9 68 202.5699 -309.5500 10 76 219.5900 -329.6900 13 80 305.1100 -352.1300 11 89 253.4399 -370.7200 12 77 283.5100 -363.5900 19 84 313.7400 -123.3200 18 74 310.4301 -159.8700 20 104 326.9900 -79.3100 16 91 323.0100 -308.4300 17 68 317.8700 -220.3500
3.1325191681e-01 -4.4018479373e-01 -1.7288139377e+00
20 15 12
15 5 66 338.1500 -188.9700 14 91 487.5601 -277.2900 0 70 304.3800 -156.3200 1 62 301.5400 -163.4700 2 61 297.9500 -169.1200 3 65 308.5699 -176.2300 4 72 321.9700 -184.3900 6 92 354.2000 -187.3700 7 71 370.1700 -187.4100 8 73 373.7500 -198.7600 9 69 380.0300 -225.4800 10 77 399.5601 -245.2400 13 82 491.1400 -263.9500 11 65 438.5300 -285.5000 12 81 473.0601 -275.5600
9.0360805018e-03 -4.9506423910e-01 -1.7119940978e+00
20 88 15
20 5 188 105.3000 -262.5100 14 179 261.5601 -362.1000 0 162 71.9399 -225.2100 1 164 69.9399 -232.2400 2 161 66.6500 -237.9000 3 177 75.9301 -245.0500 4 192 88.7000 -254.1600 6 175 121.6300 -265.6500 7 190 137.8500 -267.3400 8 198 141.1000 -277.6200 9 193 147.7600 -305.0200 10 208 164.8700 -325.2800 13 148 250.7200 -348.1600 11 195 197.3800 -365.9300 15 146 273.2900 -376.4300 12 143 227.8500 -358.7800 19 114 276.2200 -124.7100 20 102 291.6000 -82.3800 16 144 279.9399 -305.9400 17 114 277.2300 -217.9400
1.4244288490e-01 -4.6860986037e-01 -1.7143554723e+00
24 117 23
17 5 193 212.4600 -229.3800 14 187 366.6899 -326.1200 0 166 178.3101 -194.2700 1 169 176.2100 -201.3900 2 164 172.8500 -206.9100 3 182 183.0100 -213.9500 4 197 195.7000 -222.6800 6 179 228.5500 -231.0100 7 195 244.4100 -231.6900 8 208 247.5601 -241.8300 9 200 254.1600 -269.5700 10 213 273.2700 -289.3700 13 195 361.9200 -312.3800 11 199 308.8199 -329.1000 15 151 370.8600 -341.6900 12 176 341.0400 -322.7200 18 146 354.9200 -126.9100
-1.7313159994e-01 -1.0143355890e-01 -1.8037646989e+00
152 87 8
15 5 205 -65.3300 55.1100 14 125 70.4800 -45.2000 0 176 -90.0200 92.2100 1 184 -91.9300 84.5400 2 181 -95.1000 78.5700 3 193 -88.0000 73.2500 4 205 -76.7600 65.2500 6 195 -54.8400 49.5500 7 208 -42.8100 46.8500 8 225 -38.5900 39.0000 9 214 -33.2200 12.1700 10 236 -20.0100 -2.3000 13 155 53.5200 -15.0100 11 154 4.2300 -32.1000 15 161 90.9301 -86.5400
2.8736099893e-01 -8.1841872113e-01 -1.7799693859e+00
29 23 9
3 5 228 305.0100 -449.5400 14 299 423.5000 -483.5500 0 189 264.1400 -412.5200
-5.3676988661e-02 -5.1630028478e-01 -1.7139820429e+00
53 113 44
11 5 266 54.2700 -283.5800 14 173 210.1700 -383.9100 0 204 21.0400 -245.5400 1 162 17.4000 -252.9900 2 157 14.1300 -258.7500 3 243 24.3400 -265.6500 4 260 37.2800 -274.6200 6 239 70.9399 -287.6700 7 245 87.2500 -289.7700 9 262 96.9700 -327.9700 10 271 113.9301 -348.5300
1.3296730272e-01 -4.7560815651e-01 -1.7098018503e+00
191 202 144
12 5 191 206.8101 -237.3900 14 184 361.7400 -334.5800 0 205 172.7800 -202.2900 1 216 170.6100 -209.3200 3 181 177.0200 -221.8500 4 196 190.0601 -230.6900 6 177 222.9500 -239.2500 7 252 239.0000 -240.3000 8 204 242.7200 -250.5300 9 197 249.1600 -278.2500 10 140 268.3800 -298.5000 13 191 356.9600 -321.5200
1.1506719959e-01 -4.6836755532e-01 -1.7150986269e+00
208 220 147
14 5 275 189.8000 -230.9500 14 185 344.9600 -328.4400 0 206 156.1801 -195.5200 1 217 153.9301 -202.6100 2 218 150.5300 -208.1800 3 248 160.4200 -215.1300 4 270 173.6300 -223.7600 6 245 205.7300 -232.8900 7 253 221.8300 -233.8000 8 205 225.6600 -244.1300 9 198 232.1400 -271.8400 10 211 250.6300 -291.8400 13 192 338.7600 -314.4100 11 143 286.6700 -331.9400
1.1481272556e-01 -4.6806868156e-01 -1.7144013677e+00
208 220 147
15 5 277 189.8000 -230.9500 14 186 344.9600 -328.4400 0 208 156.1801 -195.5200 1 219 153.9301 -202.6100 2 220 150.5300 -208.1800 3 249 160.4200 -215.1300 4 271 173.6300 -223.7600 6 247 205.7300 -232.8900 7 255 221.8300 -233.8000 8 207 225.6600 -244.1300 9 199 232.1400 -271.8400 10 212 250.6300 -291.8400 13 194 338.7600 -314.4100 11 144 286.6700 -331.9400 18 104 338.6000 -130.7200
1.5019808586e-01 -4.6168621289e-01 -1.7158906369e+00
218 218 165
