# Bundle file v0.3
200 7137
3.9233163914e-01 9.0220515816e-01 -1.7916957755e-01
-2.5415651189e-01 2.9353222330e-01 9.2154397689e-01
8.9065816701e-01 1.8830703056e-01 8.5766844329e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.5009201369e-01 -3.5828297672e-01 3.8597522828e-01
4.3609987768e-01 8.8978354471e-01 -1.3454419442e-01
-2.9522951231e-01 2.8269869500e-01 9.1264504760e-01
9.5037743272e-01 3.3750308219e-01 8.4055243884e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.2925647611e-01 -3.8553865474e-01 4.0459070990e-01
4.5325563927e-01 8.8747855081e-01 -8.3313548192e-02
-3.2694498360e-01 2.5247132025e-01 9.1069490509e-01
1.0059323517e+00 4.3243257114e-01 8.0342590040e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.1438045118e-01 -4.0420143619e-01 4.1642007602e-01
4.6669589827e-01 8.8264593618e-01 -5.5956142578e-02
-3.4493393465e-01 2.3991113008e-01 9.0744874808e-01
1.0461420221e+00 5.2566173249e-01 7.7038775271e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
7.9126465822e-01 -4.2480783910e-01 4.3981648501e-01
4.8611134326e-01 8.7334655478e-01 -3.1008985834e-02
-3.7093935165e-01 2.3833609689e-01 8.9755217247e-01
1.0962241726e+00 5.9106720879e-01 7.3207836856e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
7.7418084954e-01 -4.3094389783e-01 4.6360691230e-01
4.8451251986e-01 8.7477494141e-01 4.0521586195e-03
-4.0729796257e-01 2.2148624970e-01 8.8603172115e-01
1.1273353520e+00 6.5132392855e-01 6.9202560783e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
7.4574774224e-01 -4.4350516643e-01 4.9715538043e-01
4.9243964866e-01 8.6955781020e-01 3.7046013945e-02
-4.4873544251e-01 2.1719203961e-01 8.6687030204e-01
1.1343353575e+00 6.8269788369e-01 6.4702495644e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
7.0673697064e-01 -4.6533292424e-01 5.3290536116e-01
5.1789242791e-01 8.5344962200e-01 5.8405272210e-02
-4.8198577515e-01 2.3471048618e-01 8.4415679837e-01
1.1356654182e+00 7.2219573043e-01 6.0145556454e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
6.8056877155e-01 -4.7803813644e-01 5.5525281386e-01
5.4043180335e-01 8.3923662869e-01 6.0127755606e-02
-4.9473185981e-01 2.5915520674e-01 8.2950525357e-01
1.1413781389e+00 7.5037897677e-01 5.7353195532e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
6.5570038610e-01 -4.9413496249e-01 5.7086569569e-01
5.6376017128e-01 8.2336452413e-01 6.5156194440e-02
-5.0222651557e-01 2.7910840053e-01 8.1845404747e-01
1.1612674886e+00 7.8956881966e-01 5.3493813872e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
6.4678771685e-01 -4.9862175663e-01 5.7709790603e-01
5.6886014032e-01 8.1941299743e-01 7.0430678045e-02
-5.0799979340e-01 2.8273429835e-01 8.1363230420e-01
1.2411941280e+00 8.3129485214e-01 4.9591642755e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
6.0768773165e-01 -5.2833020505e-01 5.9294419234e-01
5.0536282883e-01 8.3319832989e-01 2.2447484113e-01
-6.1263694962e-01 1.6324134736e-01 7.7332285009e-01
1.3830657890e+00 9.9821116428e-01 3.4729708008e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
5.8814074749e-01 -5.4672605097e-01 5.9597070929e-01
4.8053773481e-01 8.2894896034e-01 2.8622911551e-01
-6.5051821386e-01 1.1804340870e-01 7.5026115927e-01
1.4308033989e+00 1.0618082069e+00 2.6089004336e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
5.6670349652e-01 -5.5966997636e-01 6.0466243855e-01
4.7655146003e-01 8.2132235018e-01 3.1357344122e-01
-6.7212041553e-01 1.1044960236e-01 7.3215779198e-01
1.4892445196e+00 1.1220068927e+00 1.9761719428e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
5.5599943951e-01 -5.6682541384e-01 6.0792563155e-01
4.7729979415e-01 8.1651727804e-01 3.2478368365e-01
-6.8047742781e-01 1.0958323272e-01 7.2452880229e-01
1.5648354443e+00 1.1694263890e+00 1.6851388659e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
5.3994061197e-01 -5.7907073258e-01 6.1085286462e-01
4.9066022983e-01 8.0621277472e-01 3.3056542582e-01
-6.8389814622e-01 1.2123550864e-01 7.1943399769e-01
1.6249338484e+00 1.2331290989e+00 1.5690165721e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
5.2541573264e-01 -5.8076610554e-01 6.2181109555e-01
5.0981026360e-01 7.9998851959e-01 3.1640458855e-01
-6.8119879846e-01 1.5076172983e-01 7.1640707548e-01
1.6837771967e+00 1.2751219814e+00 1.4639990898e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
4.9382734352e-01 -5.8608474069e-01 6.4237001138e-01
5.3227184344e-01 7.8790085012e-01 3.0967553190e-01
-6.8761998187e-01 1.8898922486e-01 7.0104338911e-01
1.7193557825e+00 1.3054800725e+00 1.0855248461e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
4.4919263758e-01 -5.9458921951e-01 6.6685053377e-01
5.6624022395e-01 7.6680602878e-01 3.0229211534e-01
-6.9108464252e-01 2.4181020298e-01 6.8112395539e-01
1.7208153069e+00 1.3482508934e+00 5.7669848242e-02
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
4.0222160669e-01 -6.0631139476e-01 6.8600602891e-01
5.8391123217e-01 7.4700223752e-01 3.1786055131e-01
-7.0517051275e-01 2.7271624397e-01 6.5449247377e-01
1.7130420276e+00 1.3881996760e+00 -1.0893969619e-02
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.9272939051e-01 -6.0095617266e-01 6.9614316371e-01
5.8205494981e-01 7.4848576368e-01 3.1777523026e-01
-7.1202223366e-01 2.8039390171e-01 6.4374187269e-01
1.7847738006e+00 1.3666203746e+00 -4.1894926676e-02
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.5503966941e-01 -6.1434165349e-01 7.0464967603e-01
5.9655252928e-01 7.2922587304e-01 3.3519353498e-01
-7.1977212571e-01 3.0135354465e-01 6.2539118013e-01
1.7710572303e+00 1.3923227859e+00 -7.6125416497e-02
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.2582689165e-01 -6.2730740464e-01 7.0733461443e-01
6.0913880203e-01 7.1146683356e-01 3.5037817370e-01
-7.2303994118e-01 3.1670232843e-01 6.1393230786e-01
1.7684914175e+00 1.4302077133e+00 -9.3909890937e-02
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.9237838896e-01 -3.6117825088e-01 2.7057546454e-01
2.3631047474e-01 8.8477097642e-01 4.0166861816e-01
-3.8447128690e-01 -2.9450057789e-01 8.7490070247e-01
1.9504640074e+00 1.2063717370e+00 4.9229458368e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.8013406093e-01 -4.0270208949e-01 2.5138628026e-01
3.0719273849e-01 8.8685080810e-01 3.4514962783e-01
-3.6193460210e-01 -2.2655390372e-01 9.0425476084e-01
1.8854868158e+00 1.2541922749e+00 5.8889152965e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.8101854124e-01 -3.8880655825e-01 2.6951027855e-01
2.8914034281e-01 8.9344582584e-01 3.4373306278e-01
-3.7443850249e-01 -2.2490890722e-01 8.9956199970e-01
1.9018738545e+00 1.2181430985e+00 5.7209231243e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.7554501432e-01 -3.8863251854e-01 2.8702908116e-01
2.8194504470e-01 8.9344211143e-01 3.4966867933e-01
-3.9233648781e-01 -2.2522424173e-01 8.9182179905e-01
1.9365133459e+00 1.1782898044e+00 5.6856832710e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
8.6981436230e-01 -3.8685168502e-01 3.0621683321e-01
2.6441552960e-01 8.8950186376e-01 3.7265380995e-01
-4.1654219816e-01 -2.4317114993e-01 8.7599108956e-01
1.9780560815e+00 1.1688507831e+00 5.4439846896e-01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.7675745315e-01 -4.9659937519e-01 -1.7014138459e+00
8 10 5
19 5 19 242.2500 -255.2000 14 34 394.2300 -338.4000 0 25 208.3700 -221.5900 1 22 205.6700 -228.9700 2 23 201.8700 -234.6600 3 22 212.4800 -241.8100 4 23 225.2900 -250.3400 6 21 258.1100 -257.7700 7 21 274.6300 -258.0400 8 21 279.1899 -268.3300 9 21 285.2600 -294.6100 10 34 304.2000 -311.3600 13 25 391.4800 -329.3900 11 29 340.2800 -350.3400 15 32 395.7400 -354.2500 12 23 371.8900 -341.6200 18 30 375.7400 -137.5700 16 40 392.7900 -284.1800 17 38 384.0000 -197.5000
2.2546833000e-01 -4.1952895601e-01 -1.6822293345e+00
160 135 84
30 5 28 286.1801 -194.1700 14 27 439.8000 -284.4400 0 34 252.5800 -160.5000 1 29 250.2100 -167.7800 2 31 246.3600 -173.3400 3 28 256.3101 -180.1800 4 31 269.6000 -188.6400 6 26 302.1600 -194.3500 7 29 318.3101 -194.1700 8 32 321.2700 -204.8300 9 34 327.8600 -231.9000 10 39 346.4600 -251.4100 13 29 438.8199 -271.0400 11 34 384.9301 -288.9700 15 25 437.7200 -302.7600 12 27 418.3700 -282.1400 19 19 410.9900 -56.0600 22 23 449.2300 119.1400 23 20 448.3000 163.4100 18 20 411.5300 -93.5400 20 19 420.7800 -7.9000 21 27 446.1899 58.1900 16 17 433.4900 -236.2700 17 23 421.7400 -151.3200 27 29 387.5300 178.2600 25 25 392.0500 124.2000 30 25 390.1400 215.0100 31 26 376.6200 211.6100 33 36 305.3500 202.9600 28 24 392.1300 179.2100
1.5186559506e-01 -4.2112095008e-01 -1.7024576427e+00
24 17 9
24 5 49 221.8199 -194.9900 14 37 374.2500 -284.2900 0 49 189.7400 -160.2100 1 44 187.5400 -167.5300 2 48 184.1100 -172.8900 3 48 193.8199 -179.8100 4 54 206.9000 -188.0800 6 53 237.2900 -195.7700 7 55 252.7700 -196.2400 8 40 257.1500 -205.6700 9 56 263.6300 -232.9800 10 60 282.0200 -251.8100 13 40 371.0800 -270.2700 11 44 318.3000 -288.6700 15 35 378.1200 -301.9500 12 39 351.1000 -280.8000 19 29 360.3199 -58.1100 22 30 398.9200 110.1800 23 26 397.7600 151.2800 18 37 359.7100 -94.3700 20 32 370.8900 -12.4700 21 39 396.0300 52.4000 16 44 377.8400 -235.9100 17 43 369.5800 -150.8700
1.6369374844e-02 -5.2678486723e-01 -1.7121988450e+00
26 98 24
21 5 45 121.0300 -285.7200 14 72 273.0200 -382.8500 0 63 87.3101 -247.9300 1 56 85.4800 -255.4100 2 56 81.3600 -260.9800 3 44 90.6500 -268.4600 4 66 102.9399 -277.2900 6 49 137.4700 -288.8500 8 51 156.5500 -300.8000 9 54 162.6600 -328.4100 10 58 179.4301 -348.6300 13 78 263.6300 -371.2000 11 62 211.3500 -390.2100 15 61 282.0900 -396.1700 12 49 241.3300 -382.7200 19 54 284.6000 -139.7000 18 72 279.2500 -175.3300 20 77 300.6801 -96.8900 21 88 328.5800 -33.4200 16 90 287.4900 -323.7000 17 89 284.0200 -234.4800
